微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J8mAU1MGh,"*《Off-Dynamics Reinforcement Learning: Training for Transfer with Domain Classifiers》B Eysenbach, S Asawa, S Chaudhari, R Salakhutdinov, S Levine [CMU & University of Pittsburgh & UC Berkeley] (2020) http://t.cn/A6LnghsK view:http://t.cn/A6LnghsC  [组图共13张] 原图 ",,无,无,无,2020-06-26 05:18,微博 weibo.com,10,30,1
J8mA3lnz9,"*《The NetHack Learning Environment》H Küttler, N Nardelli, A H. Miller, R Raileanu, M Selvatici, E Grefenstette, T Rocktäschel [Facebook AI Research & University of Oxford & New York University & Imperial College London] (2020) http://t.cn/A6Lndgox view:http://t.cn/A6LndgoI GitHub: http://t.cn/A6AK7DM2 [组图共16张] 原图 ",,无,无,无,2020-06-26 05:16,微博 weibo.com,7,22,0
J8myWwWGQ,"*《Quantifying Differences in Reward Functions》A Gleave, M Dennis, S Legg, S Russell, J Leike [UC Berkeley & DeepMind] (2020) http://t.cn/A6LndEhd view:http://t.cn/A6LndEhr  [组图共7张] 原图 ",,无,无,无,2020-06-26 05:13,微博 weibo.com,5,8,1
J8mxi0q4q,"*《Probing Emergent Semantics in Predictive Agents via Question Answering》A Das, F Carnevale, H Merzic, L Rimell, R Schneider, J Abramson, A Hung, A Ahuja, S Clark, G Wayne, F Hill [Georgia Institute of Technology & DeepMind] (2020) http://t.cn/A6LndCnP view:http://t.cn/A6LndCnv  [组图共13张] 原图 ",,无,无,无,2020-06-26 05:09,微博 weibo.com,3,0,0
J8muA8zeQ,《今日学术视野(2020.6.26)》http://t.cn/A6Lndy5P  ,,无,无,无,2020-06-26 05:02,Mac客户端,1,0,0
J8msRcXl8,早！ #早安#  原图 ,,无,无,无,2020-06-26 04:58,Mac客户端,28,7,0
J8k9zaWdq,晚安～  [组图共2张] 原图 ,,无,无,无,2020-06-25 23:05,Mac客户端,43,7,2
J8k9fs3fv,《爱可可老师24小时热门分享(2020.6.25)》  爱可可老师24小时热门分享(2020.6.25)  ,,无,无,无,2020-06-25 23:04,微博 weibo.com,3,3,2
J8jIrh8Hg,【runc：C语言便捷编译/运行工具】’runc - Compile and run C in one command' by alcover GitHub: http://t.cn/A6LnvSnb  原图 ,,无,无,无,2020-06-25 21:58,Mac客户端,22,20,4
J8jHtzHX1,【Hugging Face NLP数据集库浏览器】’Hugging Face nlp-viewer - master' by Hugging Face GitHub: http://t.cn/A6Lnvwvz  原图 ,,无,无,无,2020-06-25 21:56,Mac客户端,18,34,3
J8jEir7NA,"【toyDB - Rust写的分布式SQL数据库】’toyDB - Distributed SQL database in Rust, written as a learning project' by Erik Grinaker GitHub: http://t.cn/A6LEFd25  原图 ",,无,无,无,2020-06-25 21:48,Mac客户端,16,21,1
J8fpyzvtO,美国水彩画家Nava Grunfeld作品 #艺术##欣赏#  [组图共4张] 原图 ,,无,无,无,2020-06-25 11:01,Mac客户端,36,6,1
J8fp9d9WC,双曲线，抛物线，椭圆，圆，都可以通过圆锥切片得到  via:Matt Henderson  原图 ,,无,无,无,2020-06-25 11:00,Mac客户端,75,19,8
J8exfbgZv,"【注释版AI论文汇编项目】’Papers With Annotations - compiles multiple (AI-related) papers with illustrations, annotations, and brief explanations of technical keywords, terms and previous studies which makes it easy to read the paper and follow the main idea’ by Machine-Learning-Tokyo GitHub:http://t.cn/A6LRZySY 原图 ",,无,无,无,2020-06-25 08:47,Mac客户端,24,21,10
J8elx9TAL,没什么比高效造出些个根本不该造的东西更一事无成的了。  - Milt Bryce  ,,无,无,无,2020-06-25 08:18,Mac客户端,23,8,9
J8egB0w1g,2020进度：▓▓▓▓▓▓▓░░░░░░░░ 48% ⛽️  ,,无,无,无,2020-06-25 08:06,Mac客户端,66,28,4
J8e5lD9h6,【玩玩OpenAI API：用表情符号讲故事】《OpenAI API Alchemy: Emoji storytelling 🤖》by Andrew Mayne http://t.cn/A6L8gBch  原图 ,,无,无,无,2020-06-25 07:38,Mac客户端,17,15,2
J8do6kBGX,"《Long-Horizon Visual Planning with Goal-Conditioned Hierarchical Predictors》K Pertsch, O Rybkin, F Ebert, C Finn, D Jayaraman, S Levine [USC & UPenn & UC Berkeley & Stanford University] (2020) http://t.cn/A6L88buK view:http://t.cn/A6L88bua Home:http://t.cn/A6L88buo  [组图共18张] 原图 ",,无,无,无,2020-06-25 05:51,微博 weibo.com,5,3,0
J8dmZeW8n,"《Direct Feedback Alignment Scales to Modern Deep Learning Tasks and Architectures》J Launay, I Poli, F Boniface, F Krzakala [LightOn] (2020) http://t.cn/A6L88vqr view:http://t.cn/A6L88vq1 GitHub:http://t.cn/A6L88vqB  [组图共10张] 原图 ",,无,无,无,2020-06-25 05:49,微博 weibo.com,2,12,1
J8dlFktlb,《The principles of adaptation in organisms and machines II: Thermodynamics of the Bayesian brain》H Shimazaki [Kyoto University] (2020) http://t.cn/A6L8Q8Bz view:http://t.cn/A6L8Q8B7  [组图共12张] 原图 ,,无,无,无,2020-06-25 05:46,微博 weibo.com,4,9,0
J8dgOviV3,"《A Survey on Deep Learning for Localization and Mapping: Towards the Age of Spatial Machine Intelligence》C Chen, B Wang, C X Lu, N Trigoni, A Markham [University of Oxford] (2020) http://t.cn/A6L8H3Q3 view:http://t.cn/A6L8H3QB GitHub:http://t.cn/A6L8H3Qd  [组图共17张] 原图 ",,无,无,无,2020-06-25 05:34,微博 weibo.com,21,55,5
J8dfQ0xpC,"《Real Time Speech Enhancement in the Waveform Domain》A Defossez, G Synnaeve, Y Adi [Facebook AI Research] (2020) http://t.cn/A6L8HjCs view:http://t.cn/A6L8HjNv  [组图共7张] 原图 ",,无,无,无,2020-06-25 05:31,微博 weibo.com,11,5,1
J8ddarclx,"*《Hierarchical Patch VAE-GAN: Generating Diverse Videos from a Single Sample》S Gur, S Benaim, L Wolf [Tel Aviv University] (2020) http://t.cn/A6L8Hy3o view:http://t.cn/A6L8Hy36 Home:http://t.cn/A6LHtIpv GitHub:http://t.cn/A6L8Hy3S  [组图共13张] 原图 ",,无,无,无,2020-06-25 05:25,微博 weibo.com,21,24,1
J8dbEfpAL,"*《Disentangling by Subspace Diffusion》D Pfau, I Higgins, A Botev, S Racanière [DeepMind] (2020) http://t.cn/A6L8TdEv view:http://t.cn/A6L8TdEP GitHub:http://t.cn/A6L8TdEh  [组图共15张] 原图 ",,无,无,无,2020-06-25 05:21,微博 weibo.com,15,32,1
J8da3wWf0,"*《Simple and Effective VAE Training with Calibrated Decoders》O Rybkin, K Daniilidis, S Levine [University of Pennsylvania & UC Berkeley] (2020) http://t.cn/A6L8TW8O view:http://t.cn/A6L8TW80 Home:http://t.cn/A6L8TW8H  [组图共17张] 原图 ",,无,无,无,2020-06-25 05:17,微博 weibo.com,11,25,1
J8d7R1gFh,《今日学术视野(2020.6.25)》http://t.cn/A6L8TGLS  ,,无,无,无,2020-06-25 05:11,Mac客户端,0,0,0
J8d4xknui,早！ #早安#  原图 ,,无,无,无,2020-06-25 05:03,Mac客户端,21,1,5
J8ae6vcqr,晚安～ #晚安#  [组图共4张] 原图 ,,无,无,无,2020-06-24 21:49,微博 weibo.com,12,0,1
J8a7FCh1R,《爱可可老师24小时热门分享(2020.6.24)》  爱可可老师24小时热门分享(2020.6.24)  ,,无,无,无,2020-06-24 21:33,微博 weibo.com,8,2,0
J88Hp8fUs,logan bartlett：在未来，孩子们将在学会阅读之前学会编程。  ,,无,无,无,2020-06-24 17:55,Mac客户端,52,10,9
J88ESsgTV,史上最“绿”观众：巴塞罗那利丘歌剧院三个多月以来首次重新开放，为近2300“盆”观众举办了一场音乐会。🎵  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-24 17:49,微博视频,16,6,1
J88y0E254,漂亮！ via:Jay Cummings #数学之美#  [组图共5张] 原图 ,,无,无,无,2020-06-24 17:32,Mac客户端,46,13,4
J88sJBa37,Heather De-Quincey：我觉得不该称之为‘在家工作’ ，而是叫‘在工作中生活’。  ,,无,无,无,2020-06-24 17:19,Mac客户端,26,3,1
J88iE4e1q,19世纪的书籍封面设计📚 #艺术##欣赏#  [组图共4张] 原图 ,,无,无,无,2020-06-24 16:54,Mac客户端,33,8,3
J86NJnpKC,'Machine Learning with PyTorch Notebooks' by Tirthajyoti Sarkar GitHub: http://t.cn/A6LH9ym0  原图 ,,无,无,无,2020-06-24 13:05,Mac客户端,31,69,9
J86BWpXcF,'[L-ink]电子墨水屏NFC智能卡片' by peng-zhihui GitHub: http://t.cn/A6LHXz6G  [组图共5张] 原图 ,,无,无,无,2020-06-24 12:36,Mac客户端,36,18,8
J86Bkulyg,【情境互动多模态对话挑战2020(DSTC9 2020)】’Situated Interactive MultiModal Conversations (SIMMC) Challenge 2020' by Facebook Research GitHub: http://t.cn/A6LH6m39  原图 ,,无,无,无,2020-06-24 12:35,Mac客户端,18,28,2
J86upr9jH,"【PyTorch实现的ATSS-EfficientDet】’ATSS-EfficientDet implemented in PyTorch, outperforming the original EfficientDet. Weights are released' by Thuy Ng GitHub: http://t.cn/A6LHxr2l  [组图共2张] 原图 ",,无,无,无,2020-06-24 12:18,Mac客户端,35,32,13
J86tLlwjw,【图像到图像转换文献大列表】’awesome image-to-image translation papers' by weihaox GitHub: http://t.cn/A6LHx0Bz  原图 ,,无,无,无,2020-06-24 12:16,Mac客户端,22,21,7
J86sR9li5,【手机端运行的PyDNet深度估计】’PyDNet on mobile devices v2.0' by Filippo Aleotti GitHub: http://t.cn/A6LHxbCF paper:《Towards real-time unsupervised monocular depth estimation on CPU》http://t.cn/A6LHxb9o  [组图共2张] 原图 ,,无,无,无,2020-06-24 12:14,Mac客户端,31,39,9
J86nIAkWm,【GPT-3实验脚本】’gpt-3-experiments - master' by Max Woolf GitHub: http://t.cn/A6LHfBhf  原图 ,,无,无,无,2020-06-24 12:01,Mac客户端,10,12,2
J86mz6hDu,【视觉描述生成文献大列表】’Awesome-Visual-Captioning' by Ziqi Zhang GitHub: http://t.cn/A6LHf5WM  原图 ,,无,无,无,2020-06-24 11:58,Mac客户端,17,23,6
J86m8cxS9,'spacy-streamlit: spaCy building blocks for Streamlit apps' by Explosion GitHub: http://t.cn/A6LHfhmO  原图 ,,无,无,无,2020-06-24 11:57,Mac客户端,6,14,0
J855grXJq,#抽奖##赠书# 联合@人邮异步社区 送出 5 本《OpenCV 4快速入门》*可可粉*转发即可参与，截止2020.7.2 12:00 。 本书基于新版OpenCV 4写作，示例代码基于C++；介绍了OpenCV 4中近200个函数、120个示例程序，帮助读者熟练掌握OpenCV的应用 详情：http://t.cn/A6LTuRHN @微博抽奖平台  http://t.cn/A6LTusxA 原图 ,,无,无,无,2020-06-24 08:43,Mac客户端,54,470,79
J84UuzFKn,欢迎关注我在#bilibili#的*动态*，日常更新比较琐碎就不在微博同步了 http://t.cn/A6LTnKau  原图 ,,无,无,无,2020-06-24 08:17,Mac客户端,69,6,5
J84QW7YeT,【定量/定性论文研究指南】《A Guide to Quantitative and Qualitative Dissertation Research (Second Edition)》by James P. Sampson http://t.cn/EUOWTor  原图 ,,无,无,无,2020-06-24 08:08,Mac客户端,21,41,8
J84Mh9iXp,【2020 Python开发环境点评】《Rating the 8 Top Python IDE’s in 2020》by Sohaib Ahmad http://t.cn/A6LTRuBq  [组图共3张] 原图 ,,无,无,无,2020-06-24 07:56,Mac客户端,29,42,10
J84GztWQj,【面向科学(计算)的开源软件包：Quetz、Mamba、Boa】《Open Software Packaging for Science》by QuantStack http://t.cn/A6LT8jvG  [组图共2张] 原图 ,,无,无,无,2020-06-24 07:42,Mac客户端,12,24,3
J84ERqfY4,【DGX A100上用RAPIDS实现实时大数据交互】《No More Waiting: Interactive Big Data Now》by Nick Becker http://t.cn/A6LT8tXl  [组图共5张] 原图 ,,无,无,无,2020-06-24 07:38,Mac客户端,15,15,1
J842wbSOo,"《Attention-based Quantum Tomography》P Cha, P Ginsparg, F Wu, J Carrasquilla, P L. McMahon, E Kim [Cornell University & Vector Institute] (2020) http://t.cn/A6LTOr4g view:http://t.cn/A6LTOr4d  [组图共7张] 原图 ",,无,无,无,2020-06-24 06:04,微博 weibo.com,4,8,1
J840E1nor,"《Counterfactually Guided Policy Transfer in Clinical Settings》T W. Killian, M Ghassemi, S Joshi [University of Toronto & Vector Institute] (2020) http://t.cn/A6LTO0td view:http://t.cn/A6LTO0tr  [组图共18张] 原图 ",,无,无,无,2020-06-24 05:59,微博 weibo.com,4,8,0
J83Zd4xk1,"《Stacking for Non-mixing Bayesian Computations: The Curse and Blessing of Multimodal Posteriors》Y Yao, A Vehtari, A Gelman [Columbia University & Aalto University] (2020) http://t.cn/A6LTOx5o view:http://t.cn/A6LTOx5C GitHub:http://t.cn/A6LTOx5N  [组图共18张] 原图 ",,无,无,无,2020-06-24 05:55,微博 weibo.com,3,5,0
J83XNkSuk,"《Shared Task on Evaluating Accuracy in Natural Language Generation》E Reiter, C Thomson [University of Aberdeen] (2020) http://t.cn/A6LTOyan view:http://t.cn/A6LTOyaE  [组图共2张] 原图 ",,无,无,无,2020-06-24 05:52,微博 weibo.com,4,4,0
J83WDxHiV,"《Graph Neural Networks in TensorFlow and Keras with Spektral》D Grattarola, C Alippi [Universita della Svizzera italiana] (2020) http://t.cn/A6LT0ssV view:http://t.cn/A6LT0ssf  [组图共8张] 原图 ",,无,无,无,2020-06-24 05:49,微博 weibo.com,17,24,5
J83W9D17D,"《How fair can we go in machine learning? Assessing the boundaries of fairness in decision trees》A Valdivia, J Sánchez-Monedero, J Casillas [Trilateral Research & Cardiff University & University of Granada] (2020) http://t.cn/A6LT0e8Y view:http://t.cn/A6LT0e8T  [组图共7张] 原图 ",,无,无,无,2020-06-24 05:48,微博 weibo.com,6,2,0
J83Vp0Q9H,"《Differentiable PAC-Bayes Objectives with Partially Aggregated Neural Networks》F Biggs, B Guedj [University College London] (2020) http://t.cn/A6LT0ufp view:http://t.cn/A6LT0ufW GitHub:http://t.cn/A6LT0uf0  [组图共4张] 原图 ",,无,无,无,2020-06-24 05:46,微博 weibo.com,2,1,1
J83TEvHju,"《Self-supervised Video Object Segmentation》F Zhu, L Zhang, Y Fu, G Guo, W Xie [Fudan University & University of Oxford & West Virginia University] (2020) http://t.cn/A6LT0pA8 view:http://t.cn/A6LT0pAm GitHub:http://t.cn/A6LT0pAE  [组图共18张] 原图 ",,无,无,无,2020-06-24 05:42,微博 weibo.com,22,39,5
J83RPkTCK,"《Feel The Music: Automatically Generating A Dance For An Input Song》P Tendulkar, A Das, A Kembhavi, D Parikh [Georgia Tech & Allen Institute for Artificial Intelligence] (2020) http://t.cn/A6LT0VUj view:http://t.cn/A6LT0VUW GitHub:http://t.cn/A6LT0VUl  [组图共6张] 原图 ",,无,无,无,2020-06-24 05:37,微博 weibo.com,6,10,1
J83OGlNnw,"*《Ecological Reinforcement Learning》J D. Co-Reyes, S Sanjeev, G Berseth, A Gupta, S Levine [UC Berkeley] (2020) http://t.cn/A6LTpduO view:http://t.cn/A6LTpduW  [组图共16张] 原图 ",,无,无,无,2020-06-24 05:30,微博 weibo.com,8,11,0
J83MJsEl5,"*《Finding Patient Zero: Learning Contagion Source with Graph Neural Networks》C Shah, N Dehmamy, N Perra, M Chinazzi, A Barabási, A Vespignani, R Yu [Northeastern University & Greenwich University] (2020) http://t.cn/A6LTpY8s view:http://t.cn/A6LTpY8F  [组图共14张] 原图 ",,无,无,无,2020-06-24 05:25,微博 weibo.com,8,9,1
J83LNiE53,"*《Coupling-based Invertible Neural Networks Are Universal Diffeomorphism Approximators》T Teshima, I Ishikawa, K Tojo, K Oono, M Ikeda, M Sugiyama [The University of Tokyo & Ehime University & RIKEN] (2020) http://t.cn/A6LjCtYj view:http://t.cn/A6LTpN8j  [组图共8张] 原图 ",,无,无,无,2020-06-24 05:22,微博 weibo.com,3,3,0
J83KBFTyD,"*《Discovering Symbolic Models from Deep Learning with Inductive Biases》M Cranmer, A Sanchez-Gonzalez, P Battaglia, R Xu, K Cranmer, D Spergel, S Ho [Princeton University & DeepMind & New York University & Flatiron Institute] (2020) http://t.cn/A6LTpi3D view:http://t.cn/A6LTpi3e GitHub:http://t.cn/A6LTpi3F [组图共14张] 原图 ",,无,无,无,2020-06-24 05:19,微博 weibo.com,9,87,2
J83HCah5j,《今日学术视野(2020.6.24)》http://t.cn/A6LTp7Hz  ,,无,无,无,2020-06-24 05:12,Mac客户端,1,1,0
J83FTcEDB,早！ #早安#  原图 ,,无,无,无,2020-06-24 05:08,微博 weibo.com,15,2,2
J80JPFtC8,晚安～  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-23 21:39,微博视频,68,20,7
J80Ip0ygn,《爱可可老师24小时热门分享(2020.6.23)》  爱可可老师24小时热门分享(2020.6.23)  ,,无,无,无,2020-06-23 21:36,微博 weibo.com,7,3,0
J801OtYp2,引起舒适～🍵  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-23 19:51,微博视频,15,2,4
J800Z81At,Abbott Fuller Graves 作品 #艺术# #欣赏#  [组图共4张] 原图 ,,无,无,无,2020-06-23 19:49,Mac客户端,19,3,0
J7ZPzna6y,Linux怎么学？  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-23 19:21,微博视频,91,28,11
J7ZD1421r,Mariya I. Vasileva：我的导师经常说：“只有在用语言表达不够清楚的地方，才能用数学符号和公式。”  ,,无,无,无,2020-06-23 18:50,微博 weibo.com,73,16,11
J7ZzBsaxI,15岁的我: 游戏机真酷 35岁的我: 游戏机不酷，知道什么才酷吗? 打盹！via:Chris Franklin  ,,无,无,无,2020-06-23 18:41,Mac客户端,34,3,2
J7ZxeAssf,【Python有意思：给十岁孩子的Python编程实践课】“Fun Python - Notes from a class held online between April - May 2020 with students age 10-12” by Rada Mihalcea http://t.cn/A6LYJFUP  原图 ,,无,无,无,2020-06-23 18:36,Mac客户端,36,53,8
J7Z2Nl67n,【ACL 2020 论文集】“Proceedings - Annual Meeting of the Association for Computational Linguistics (2020)”  http://t.cn/A6LjzL8t  原图 ,,无,无,无,2020-06-23 17:21,Mac客户端,19,34,10
J7XSrogVD,【sidetable：pandas数据汇总工具】’sidetable - sidetable builds simple but useful summary tables of your data' by Chris Moffitt GitHub: http://t.cn/A6Ljd6H9  [组图共3张] 原图 ,,无,无,无,2020-06-23 14:22,Mac客户端,21,25,10
J7XE0md5z,【ASV-Subtools：说话人识别工具】’ASV-Subtools: An Open Source Tools for Speaker Recognition' by Snowdar GitHub: http://t.cn/A6Ljuip1  [组图共3张] 原图 ,,无,无,无,2020-06-23 13:47,Mac客户端,21,27,9
J7XBj8bsF,【支持触摸屏的网页幻灯片库(JS)】’keen-slider - The HTML touch slider carousel with the most native feeling' by Eric Beyer http://t.cn/A6LjmKx1 GitHub: http://t.cn/A6LjmKxB  [组图共2张] 原图 ,,无,无,无,2020-06-23 13:40,Mac客户端,17,13,1
J7XuOE6eK,【Pixelorama：免费的跨平台2D sprite编辑器】’Pixelorama - your free and open-source sprite editor' by Orama Interactive GitHub: http://t.cn/A6LjEtq4 #开源项目推荐#  原图 ,,无,无,无,2020-06-23 13:24,Mac客户端,9,4,0
J7XumixSl,【学术研究小组网站模板】’Allan Lab Website' by Milan GitHub: http://t.cn/A6LjEwNa  原图 ,,无,无,无,2020-06-23 13:23,Mac客户端,28,27,4
J7Xrv5bQQ,"【Alpha Zero Boosted：用LightGBM实现的Alpha Zero】’Alpha Zero Boosted - A ""build to learn"" Alpha Zero implementation using Gradient Boosted Decision Trees (LightGBM)' by Chris Greer GitHub: http://t.cn/A6LjRw4x  [组图共2张] 原图 ",,无,无,无,2020-06-23 13:16,Mac客户端,21,44,10
J7XooDLYL,【视觉语言导航文献列表】’Awesome Vision-Language Navigation - A curated list of research papers in Vision-Language Navigation (VLN)' by Daqing Liu GitHub: http://t.cn/A6LjQFP6  原图 ,,无,无,无,2020-06-23 13:08,Mac客户端,13,12,0
J7WZx55rW,'zhrtvc - Chinese real time voice cloning and Chinese TTS. 好用的中文语音克隆兼中文语音合成系统，包含语音编码器、语音合成器、声码器和可视化模块' by Kuang Dada GitHub: http://t.cn/A6Lj03Qi #开源项目推荐#  [组图共2张] 原图 ,,无,无,无,2020-06-23 12:07,Mac客户端,28,63,16
J7VNW8xO4,【手把手：用LSTM生成食谱】’Generating cooking recipes using TensorFlow and LSTM Recurrent Neural Network: A step-by-step guide' by Oleksii Trekhleb GitHub: http://t.cn/A6LjyD29  [组图共5张] 原图 ,,无,无,无,2020-06-23 09:06,Mac客户端,39,54,12
J7V9YFlwC,【RepNet：视频重复次数计数】《RepNet: Counting Repetitions in Videos | Google AI Blog》 http://t.cn/A6LlFavb paper:《Counting Out Time: Class Agnostic Video Repetition Counting in the Wild》http://t.cn/A6LlFavG  [组图共8张] 原图 ,,无,无,无,2020-06-23 07:27,微博 weibo.com,16,27,5
J7UFs4up9,"《Predictive Complexity Priors》E Nalisnick, J Gordon, J M Hernández-Lobato [University of Cambridge] (2020) http://t.cn/A6Ll1Kpj view:http://t.cn/A6Ll1KpY  [组图共14张] 原图 ",,无,无,无,2020-06-23 06:12,微博 weibo.com,10,14,1
J7UCtoWf8,"《Fair clustering via equitable group representations》M Abbasi, A Bhaskara, S Venkatasubramanian [University of Utah] (2020) http://t.cn/A6Ll31X0 view:http://t.cn/A6Ll31Xp  [组图共9张] 原图 ",,无,无,无,2020-06-23 06:05,微博 weibo.com,16,12,2
J7UBUwOnh,"《Probabilistic Fair Clustering》S A. Esmaeili, B Brubach, L Tsepenekas, J P. Dickerson [University of Maryland] (2020) http://t.cn/A6Ll3QD8 view:http://t.cn/A6Ll3QDn  [组图共18张] 原图 ",,无,无,无,2020-06-23 06:03,微博 weibo.com,12,19,3
J7UxombzS,《Understanding Recurrent Neural Networks Using Nonequilibrium Response Theory》S H Lim [Royal Institute of Technology and Stockholm University] (2020) http://t.cn/A6LluBmX view:http://t.cn/A6LluBm6  原图 ,,无,无,无,2020-06-23 05:52,微博 weibo.com,9,11,1
J7UtxnF0e,"《Exploring Processing of Nested Dependencies in Neural-Network Language Models and Humans》Y Lakretz, D Hupkes, A Vergallito, M Marelli, M Baroni, S Dehaene [Cognitive Neuroimaging Unit & University of Amsterdam & University of Milano-Bicocca] (2020) http://t.cn/A6Llu2te view:http://t.cn/A6Llu2tD [组图共9张] 原图 ",,无,无,无,2020-06-23 05:43,微博 weibo.com,2,2,0
J7UoifMen,"《Cooperative Multi-Agent Reinforcement Learning with Partial Observations》Y Zhang, M M. Zavlanos [Duke University] (2020) http://t.cn/A6LlmbgF view:http://t.cn/A6Llmbgs  [组图共5张] 原图 ",,无,无,无,2020-06-23 05:30,微博 weibo.com,14,11,0
J7UnwFQGU,"《Amortized Causal Discovery: Learning to Infer Causal Graphs from Time-Series Data》S Löwe, D Madras, R Zemel, M Welling [University of Amsterdam & University of Toronto] (2020) http://t.cn/A6LlmZ1c view:http://t.cn/A6LlmZ1t GitHub:http://t.cn/A6LlmZ15  [组图共18张] 原图 ",,无,无,无,2020-06-23 05:28,微博 weibo.com,3,8,1
J7UlZdQyG,"《Denoising Diffusion Probabilistic Models》J Ho, A Jain, P Abbeel [UC Berkeley] (2020) http://t.cn/A6Lln31V view:http://t.cn/A6Lln31t GitHub:http://t.cn/A6Lln31c  [组图共10张] 原图 ",,无,无,无,2020-06-23 05:24,微博 weibo.com,9,17,0
J7UjZ9sib,"《Zero-Shot Learning with Common Sense Knowledge Graphs》N V. Nayak, S H. Bach [Brown University] (2020) http://t.cn/A6L6t4Z3 view:http://t.cn/A6LlnStD  [组图共13张] 原图 ",,无,无,无,2020-06-23 05:19,微博 weibo.com,16,46,5
J7Udx5lYs,"*《Improving Confidence Estimates for Unfamiliar Examples》Z Li, D Hoiem [University of Illinois Urbana Champaign] (2018) http://t.cn/A6LlEa0y view:http://t.cn/A6LlEa04  [组图共14张] 原图 ",,无,无,无,2020-06-23 05:03,微博 weibo.com,6,8,1
J7U6OnZ2Z,《今日学术视野(2020.6.23)》http://t.cn/A6LlRJN7  ,,无,无,无,2020-06-23 04:47,Mac客户端,2,0,0
J7U5ZfQsX,早！  #早安# #早安心语#  原图 ,,无,无,无,2020-06-23 04:45,Mac客户端,48,17,7
J7RiiDkK5,晚安～  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-22 21:37,微博视频,12,1,1
J7Rh4bheY,《爱可可老师24小时热门分享(2020.6.22)》  爱可可老师24小时热门分享(2020.6.22)  ,,无,无,无,2020-06-22 21:34,微博 weibo.com,5,2,0
J7QEVzQKC,特朗普：做的检测越多，发现的病例越多，所以，少做些检测吧。某些软件工程师：测试越多，发现的bug越多，所以，少做些测试吧。#编程#  原图 ,,无,无,无,2020-06-22 20:00,微博 weibo.com,78,30,13
J7QBDroNh,这飙的何止是演技，是想象力！ 😎 #电影#  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-22 19:52,微博视频,99,51,10
J7QvbDsTK,Sam Altman：AI工具会干掉很多工作(设计、数据科学、编程、业务邮件处理等)最枯燥乏味的部分。可以预见：当我们再也不用破坏节奏、慢下来干那些重复、乏味的任务，工作效率将会大大提高，这种变化将是非常惊人的。  ,,无,无,无,2020-06-22 19:36,Mac客户端,39,10,2
J7Qpe1wGG,Félix Edouard Vallotton 作品 #艺术# #欣赏#  [组图共4张] 原图 ,,无,无,无,2020-06-22 19:21,Mac客户端,11,3,0
J7QnpqW6b,下次不小心用强力胶把手粘上了，试试盐和水 ✅ #生活小窍门#  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-22 19:17,微博视频,42,12,12
J7QjGEriU,最最棘手的不是别人的代码，是你自己三年前写的代码。 - Jeff Atwood #编程#  ,,无,无,无,2020-06-22 19:07,Mac客户端,106,28,12
J7QiOxibI,噗嗤！  原图 ,,无,无,无,2020-06-22 19:05,Mac客户端,23,5,8
J7Ohki6KX,【Glisp：Lisp图形设计工具】’Glisp - Self-bootstrapping graphic design tool on Lisp' by Baku GitHub: http://t.cn/A6LOoCkd  原图 ,,无,无,无,2020-06-22 13:56,Mac客户端,24,14,2
J7Og1guVo,【Mycodo：树莓派环境感知与控制系统】’Mycodo - An environmental monitoring and regulation system' by Kyle Gabriel GitHub: http://t.cn/A6LOScoJ  [组图共6张] 原图 ,,无,无,无,2020-06-22 13:53,Mac客户端,49,44,8
J7O0JzNuv,【name2nat：根据名字猜国籍的Python包】’name2nat: a Python package for nationality prediction from a name' by Kyubyong Park GitHub: http://t.cn/A6LOqwKt  原图 ,,无,无,无,2020-06-22 13:15,Mac客户端,15,12,0
J7NYABb4I,'zhvoice: Chinese voice corpus. 中文语音语料，语音更加清晰自然，包含8个开源数据集，3200个说话人，900小时语音，1300万字。' by Kuang Dada GitHub: http://t.cn/A6LObAXO  原图 ,,无,无,无,2020-06-22 13:10,Mac客户端,78,98,22
J7NXrbo52,【TAO：大规模目标追踪基准数据集，包含2907个高分辨率视频】“TAO Dataset: A Large-Scale Benchmark for Tracking Any Object”  http://t.cn/A62IPrIi GitHub:http://t.cn/A6LO4hmA  [组图共2张] 原图 ,,无,无,无,2020-06-22 13:07,Mac客户端,13,36,8
J7NVBCQZh,【Graph U-Nets的PyTorch实现】’Pytorch implementation of Graph U-Nets (ICML19)' by Hongyang Gao GitHub: http://t.cn/A6z7cCjw  [组图共2张] 原图 ,,无,无,无,2020-06-22 13:03,Mac客户端,32,70,20
