微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IvCZ6kjxz,"《Real or Not Real, that is the Question》Y Xiangli, Y Deng, B Dai, C C Loy, D Lin [The Chinese University of Hong Kong & Nanyang Technological University] (2020) http://t.cn/A6hgXCoz view:http://t.cn/A6hgXCo7 GitHub: http://t.cn/A6hb6zfT  [组图共13张] 原图 ",,无,无,无,2020-02-24 06:34,微博 weibo.com,12,11,3
IvCVAx4ed,"《T-Net: A Template-Supervised Network for Task-specific Feature Extraction in Biomedical Image Analysis》W Song, Y Liang, K Wang, L He [University of California, Los Angeles] (2020) http://t.cn/A6hg6HSK view:http://t.cn/A6hg6HSC  [组图共11张] 原图 ",,无,无,无,2020-02-24 06:25,微博 weibo.com,15,21,8
IvCUPzOhl,"《Adaptivity of Stochastic Gradient Methods for Nonconvex Optimization》S Horváth, L Lei, P Richtárik, M I. Jordan [KAUST & Stanford University & UC Berkeley] (2020) http://t.cn/A6hg6XgJ view:http://t.cn/A6hg6Xgx  [组图共8张] 原图 ",,无,无,无,2020-02-24 06:23,微博 weibo.com,9,13,3
IvCU6meKm,"《JRMOT: A Real-Time 3D Multi-Object Tracker and a New Large-Scale Dataset》A Shenoi, M Patel, J Gwak, P Goebel, A Sadeghian, H Rezatofighi, R Martin-Martin, S Savarese [Stanford University] (2020) http://t.cn/A6hg6U0H view:http://t.cn/A6hg6U0Y  [组图共7张] 原图 ",,无,无,无,2020-02-24 06:22,微博 weibo.com,8,17,4
IvCT2utih,"《On Learning Sets of Symmetric Elements》H Maron, O Litany, G Chechik, E Fetaya [NVIDIA Research & Bar Ilan University] (2020) http://t.cn/A6hgiu0t view:http://t.cn/A6hgiu0c  [组图共12张] 原图 ",,无,无,无,2020-02-24 06:19,微博 weibo.com,5,3,0
IvCRLj2PD,"《Replacing Mobile Camera ISP with a Single Deep Learning Model》A Ignatov, L V Gool, R Timofte [ETH Zurich] (2020) http://t.cn/A6hgiMbS view:http://t.cn/A6hgiMbo Home:http://t.cn/A6hHxt7E  [组图共10张] 原图 ",,无,无,无,2020-02-24 06:16,微博 weibo.com,14,14,3
IvCPSwh2t,"《Jelly Bean World: A Testbed for Never-Ending Learning》E A Platanios, A Saparov, T Mitchell [CMU] (2020) http://t.cn/A6hgJ0wB view:http://t.cn/A6hgJ0we GitHub: http://t.cn/A6hgJ0wD  [组图共18张] 原图 ",,无,无,无,2020-02-24 06:11,微博 weibo.com,9,6,1
IvCNDpuAq,《A Hierarchy of Limitations in Machine Learning》M M. Malik [Harvard University] (2020) http://t.cn/A6hgxpSC view:http://t.cn/A6hgxpSN  [组图共7张] 原图 ,,无,无,无,2020-02-24 06:06,微博 weibo.com,14,14,5
IvCKX1Zis,"《Automatic image-based identification and biomass estimation of invertebrates》J Ärje, C Melvad, M R Jeppesen, S A Madsen, J Raitoharju, M S Rasmussen, A Iosifidis, V Tirronen, K Meissner, M Gabbouj, T T Høye [Tampere University 7 University of Jyvaskyla & Finnish Environment Institute] (2020) http://t.cn/A6hgMtAJ view:http://t.cn/A6hgMtAf [组图共14张] 原图 ",,无,无,无,2020-02-24 05:59,微博 weibo.com,5,2,0
IvCG6dW3u,"《An interpretable classifier for high-resolution breast cancer screening images utilizing weakly supervised localization》Y Shen, N Wu, J Phang, J Park, K Liu, S Tyagi, L Heacock, S. G Kim, L Moy, K Cho, K J. Geras [New York University] (2020) http://t.cn/A6hgIzM8 view:http://t.cn/A6hgIzMm GitHub: http://t.cn/A6hmluid [组图共18张] 原图 ",,无,无,无,2020-02-24 05:47,微博 weibo.com,11,20,6
IvCCDEgG1,"《3D Dynamic Scene Graphs: Actionable Spatial Perception with Places, Objects, and Humans》A Rosinol, A Gupta, M Abate, J Shi, L Carlone [MIT] (2020) http://t.cn/A6hgfVNS view:http://t.cn/A6hgfVNa  [组图共13张] 原图 ",,无,无,无,2020-02-24 05:39,微博 weibo.com,5,8,1
IvCxzyNuo,"*《Deflecting Adversarial Attacks》Y Qin, N Frosst, C Raffel, G Cottrell, G Hinton [UC San Diego & Google Brain] (2020) http://t.cn/A6hgcisW view:http://t.cn/A6hgcis0  [组图共18张] 原图 ",,无,无,无,2020-02-24 05:26,微博 weibo.com,7,6,2
IvCoF0dae,早！  原图 ,,无,无,无,2020-02-24 05:04,Mac客户端,36,9,5
IvzwWENKd,晚安~    爱可可-爱生活的微博视频  ,,无,无,无,2020-02-23 21:46,微博视频,18,5,3
IvzwveE9Z,《爱可可老师24小时热门分享(2020.2.23)》  爱可可老师24小时热门分享(2020.2.23)  ,,无,无,无,2020-02-23 21:45,微博 weibo.com,7,2,1
IvzcIkd0t,#无人机#换灯泡 💡via:dr.AAA  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-23 20:57,微博视频,69,23,14
IvxEIxd1p,开发 vs. 测试   原图 ,,无,无,无,2020-02-23 17:00,Mac客户端,157,67,8
Ivwe23fOl,没有PPT的日子 (photo: NASA 1961) src:http://t.cn/A6hBZrr9  原图 ,,无,无,无,2020-02-23 13:22,Mac客户端,141,77,11
IvwbPwTJI,Charlie M. Wray：如何避免做出“拥挤/仓促”的PPT——少写字，多说话；避免密集的表格；避免用出版的完整表格，用的话取局部并有效引导注意力；表格截屏不超过四行或四列，最好自己新做一个；和观众一起走读表格数据；可以用方框、下划线、箭头等引导观众注意力；图的话要说清楚横轴纵轴是什么，让轴上文字足够大；页间过渡时不要旋转、也不要发出声音；善用SmartArt生成数字的可视化表示 http://t.cn/A6hBz493 [组图共11张] 原图 ,,无,无,无,2020-02-23 13:16,微博 weibo.com,40,54,13
IvvPdpDez,【《Julia 编程基础》开源版本】'Julia (Programming) Basics - The open source version of book `Julia Programming Basics`' by Roberto GitHub: http://t.cn/AiRdKS2c  原图 ,,无,无,无,2020-02-23 12:20,Mac客户端,43,62,10
IvvNn4y2n,【OnlineStats.jl：统计学单通在线算法，适用于流数据或数据太大而无法放在内存的情况，Onlinestats逐个处理观测数据，占用O(1)内存】’OnlineStats.jl - Single-pass algorithms for statistics' by Josh Day GitHub: http://t.cn/A6h1mrwZ  [组图共2张] 原图 ,,无,无,无,2020-02-23 12:16,Mac客户端,32,48,6
IvvIs7Chl,【YouCompleteMe：Vim代码补全引擎】’YouCompleteMe: a code-completion engine for Vim - A code-completion engine for Vim' GitHub: http://t.cn/A6h1ELLv  [组图共2张] 原图 ,,无,无,无,2020-02-23 12:04,Mac客户端,25,29,9
IvvDD1Vuc,【恶意软件分析(初级/中级)培训资料】’Malware-Analysis-Training - Retired beginner/intermediate malware analysis training materials' by OpenRCE GitHub: http://t.cn/A6hHiZW3  原图 ,,无,无,无,2020-02-23 11:52,Mac客户端,21,33,4
IvvCqxJAY,【SILE：类似Tex的新一代排版和布局引擎】’SILE - Simon's Improved Layout Engine' http://t.cn/A6h1HB8E GitHub: http://t.cn/A6h1HB8R  原图 ,,无,无,无,2020-02-23 11:49,Mac客户端,11,13,3
Ivv71hYW2,可能挽救毕业论文的三条“锦囊”：用读者的视角改摘要、用摘要的节奏改目录、带着质疑改分析。1、用读者的视角改摘要。假设你是读者，看完后会有哪些能留下印象的工作？哪部分最有意思？那部分最深入？跳出卖家的自我，体会买家的挑剔，调整结构和节奏，给老师一个”不必细抠正文“的理由。2、用摘要的节奏改目录。已经了解读者最看重哪里，在目录结构、章节标题方面稍加设计，将读者注意力引导到重点部分；标题仔细推敲，信息量要足够，而不仅仅是个索引，长度适中的条件下尽量体现你的角度、特色和侧重。3、带着质疑改分析。重新审查实验结果分析部分，想想读者和答辩老师可能提出的质疑——数据来源、规模有说服力吗？差结果有没有讨论？比较的是否是真正的SOA方法？比较方式公平吗？分析结果如何呼应了论文标题？……未雨绸缪，多思考，多分析，多一份角度，就少一分破绽。 ,,无,无,无,2020-02-23 10:32,微博 weibo.com,141,174,31
IvuOlh6B7,要是你死了，你不会感觉自己死了，痛苦的只是别人。你犯傻的时候，也一样。 - Bill Nye  原图 ,,无,无,无,2020-02-23 09:46,Mac客户端,164,109,7
IvuM15Vuz,christina zhu：单身不快乐的，有了对象也不会快乐。真正的快乐，来自于搞定一个诡异的bug，再关掉Chrome的100个标签页，而不是来自其他人。  ,,无,无,无,2020-02-23 09:40,Mac客户端,214,79,21
IvuH2zviM,【《跨学科研究：过程与理论 4th ed》样章】《Interdisciplinary Research - Process and Theory》http://t.cn/A6h1ArKP  [组图共2张] 原图 ,,无,无,无,2020-02-23 09:28,Mac客户端,25,17,6
IvuFMwwgP,Chip Huyen：要是有台时间机器，我想回到大学第二年，在教授讲SQL的数据库课上多用点功。  ,,无,无,无,2020-02-23 09:24,Mac客户端,54,2,6
IvuzJhPF0,人脸超分辨率：16x16原图 vs. PFSR + Remini vs. Ground Truth  via:Jonathan Fly  [组图共3张] 原图 ,,无,无,无,2020-02-23 09:10,Mac客户端,26,7,2
IvuwVfxIS,Andrej Karpathy：现在一些常见的说法让我反感：“用我们的X库，实现Y只要5行代码：……”。好吧，用大把的定义，隐藏了代码，降低了灵活性。我宁可看50行代码，提供漂亮的模块化构件，可以方便地进行重构。  ,,无,无,无,2020-02-23 09:03,Mac客户端,76,21,15
Ivutl2sHR,#转发赠书# 活动汇总，参与请转发原微博《Oracle高性能系统架构实战大全》北京大学出版社 2020.4.18 http://t.cn/A6wZHGsk好书8选1 @博文视点Broadview 2020.4.18 http://t.cn/A6wLjwK1《人人可懂的量子计算》@华章图书 2020.4.23 http://t.cn/A6wXyFYV  [组图共3张] 原图 ,,无,无,无,2020-02-23 08:54,Mac客户端,79,1072,115
IvusoeW6l,《本周论文关注榜(2020.2.23)》  本周论文关注榜(2020.2.23)  ,,无,无,无,2020-02-23 08:51,微博 weibo.com,6,5,2
Ivuk2f8c1,【VS Code面向Python/数据科学的三大扩展：Notebook Support、autoDocstring、AREPL】《Top 3 VS Code Extensions for Python and Data Science》by Dario Radečić http://t.cn/A6hPUeoU  [组图共5张] 原图 ,,无,无,无,2020-02-23 08:31,微博 weibo.com,53,31,18
Ivu7whcEo,【别让“Jira思维”伤了数据科学团队：数据科学的创造性、不确定性，使得成功完成的数据科学项目与完成软件开发任务本质上不同，计划“毫无用处”，但又必不可少】《The “Jira mindset” is damaging your data science team》by Dave Dale http://t.cn/A6h3nbe0  原图 ,,无,无,无,2020-02-23 08:00,微博 weibo.com,31,38,4
Ivu2eyM1M,【Nim能取代Python吗？】《Could Nim Replace Python?》by Emmett Boudreau http://t.cn/A6h3RR6v  [组图共5张] 原图 ,,无,无,无,2020-02-23 07:47,Mac客户端,19,9,6
IvtVHpBEe,【新书：《精益AI：创新型创业公司如何用AI实现增长》】《Lean AI - How Innovative Startups Use Artificial Intelligence to Grow》by Lomit Patel (O'Reilly 2020) http://t.cn/A6h3Qs48  原图 ,,无,无,无,2020-02-23 07:31,Mac客户端,21,22,4
IvtogzH4l,"《t-viSNE: Interactive Assessment and Interpretation of t-SNE Projections》A Chatzimparmpas, R M Martins, A Kerren [Linnaeus University] (2020) http://t.cn/A6h3WgP3 view:http://t.cn/A6h3WgPu  [组图共17张] 原图 ",,无,无,无,2020-02-23 06:09,微博 weibo.com,22,20,4
Ivtmosi9L,"《Generalization and Representational Limits of Graph Neural Networks》V K. Garg, S Jegelka, T Jaakkola [CSAIL, MIT] (2020) http://t.cn/A6h3WThp view:http://t.cn/A6h3WTh0  [组图共6张] 原图 ",,无,无,无,2020-02-23 06:04,微博 weibo.com,41,56,2
IvtlOEnkm,"《EndoL2H: Deep Super-Resolution for Capsule Endoscopy》Y Almalioglu, A Gokce, K Incetan, M A Simsek, K Ararat, R J. Chen, N J. Durr, F Mahmood, M Turan [Bogazici University & University of Oxford & Johns Hopkins University] (2020) http://t.cn/A6h3WW7y view:http://t.cn/A6h3WW7L GitHub:http://t.cn/A6h3WW74 [组图共13张] 原图 ",,无,无,无,2020-02-23 06:03,微博 weibo.com,8,8,3
IvtjThd8p,"《Neural Network Compression Framework for fast model inference》A Kozlov, I Lazarevich, V Shamporov, N Lyalyushkin, Y Gorbachev [Intel] (2020) http://t.cn/A6h3WJqG view:http://t.cn/A6h3WJqb GitHub:http://t.cn/AiYkoxMQ  [组图共12张] 原图 ",,无,无,无,2020-02-23 05:58,微博 weibo.com,14,16,9
Ivtjg2gWq,"《Fast Convergence for Langevin Diffusion with Matrix Manifold Structure》A Moitra, A Risteski [MIT & CMU] (2020) http://t.cn/A6h3WfZB view:http://t.cn/A6h3WfZ1  [组图共2张] 原图 ",,无,无,无,2020-02-23 05:56,微博 weibo.com,4,8,2
IvtiesJE7,"《Quantum statistical query learning》S Arunachalam, A B. Grilo, H Yuen [IBM Research & QuSoft and CWI & University of Toronto] (2020) http://t.cn/A6h3W4gE view:http://t.cn/A6h3W4gn  [组图共2张] 原图 ",,无,无,无,2020-02-23 05:54,微博 weibo.com,4,4,0
IvtcqxZDJ,"《A Differential-form Pullback Programming Language for Higher-order Reverse-mode Automatic Differentiation》C Mak, L Ong (2020) http://t.cn/A6h3OCrj view:http://t.cn/A6h3OCrl  [组图共8张] 原图 ",,无,无,无,2020-02-23 05:39,微博 weibo.com,2,5,1
Ivt9hwUPA,"《The Mathematical Structure of Integrated Information Theory》J Kleiner, S Tull (2020) http://t.cn/A6h3OykA view:http://t.cn/A6h3OykZ  [组图共2张] 原图 ",,无,无,无,2020-02-23 05:32,微博 weibo.com,10,11,2
Ivt6ah1lB,"*《Gradient Boosting Neural Networks: GrowNet》S Badirli, X Liu, Z Xing, A Bhowmik, S S. Keerthi [Purdue University & UCLA & Linkedin & Amazon] (2020) http://t.cn/A6h30uAS view:http://t.cn/A6h30uAo  [组图共10张] 原图 ",,无,无,无,2020-02-23 05:24,微博 weibo.com,9,27,3
Ivt56DPYb,"*《Adversarial Machine Learning -- Industry Perspectives》R S S Kumar, M Nyström, J Lambert, A Marshall, M Goertzel, A Comissoneru, M Swann, S Xia [Microsoft] (2020) http://t.cn/A6h30Tfj view:http://t.cn/A6h30TfW  [组图共4张] 原图 ",,无,无,无,2020-02-23 05:21,微博 weibo.com,12,22,3
Ivt4d7hxJ,"*《The Problem with Metrics is a Fundamental Problem for AI》R Thomas, D Uminsky [University of San Francisco] (2020) http://t.cn/A6h30p84 view:http://t.cn/A6h30p8y  [组图共2张] 原图 ",,无,无,无,2020-02-23 05:19,微博 weibo.com,10,13,0
Ivt1izLRJ,早！  原图 ,,无,无,无,2020-02-23 05:12,Mac客户端,19,8,4
Ivq3moZkh,晚安~   爱可可-爱生活的微博视频  ,,无,无,无,2020-02-22 21:39,微博视频,28,1,0
Ivq2eBHU8,《爱可可老师24小时热门分享(2020.2.22)》  爱可可老师24小时热门分享(2020.2.22)  ,,无,无,无,2020-02-22 21:36,微博 weibo.com,8,3,1
IvpXhj7qb,百年不碰爱情片，当背景减压刷到这部《很高兴遇见·你》，居然感觉不错，这个陈丁博士生的味儿对了，两个小朋友都挺本色，暖暖的，拖延之余可以刷刷看 😊  [组图共3张] 原图 ,,无,无,无,2020-02-22 21:24,Mac客户端,27,8,4
IvpvK0XR6,像老板一样发邮件   原图 ,,无,无,无,2020-02-22 20:16,Mac客户端,156,337,11
IvoHwkQnD,某些co-author   爱可可-爱生活的微博视频  ,,无,无,无,2020-02-22 18:12,微博视频,98,33,7
IvoEEdKTA,Sam Rowe：读博期间，我以为自己的工作只有最终发表了才会有意义。在这儿想提醒你，数据不能定义你，人们在很多方面对科学做出了自己的贡献(倡导、推广、教学)，虽然没体现在论文里，但一样非常重要。  ,,无,无,无,2020-02-22 18:05,Mac客户端,105,13,3
IvosVzYtv,这两天在备Python课，发现PowerPoint在“大纲视图”可以在左侧视图直接编辑大纲，让你更专注于内容的琢磨，避免排版打断思路，配上模板、加点图片、调下排版，就能出片了。（希望我不是唯一一个才发现这功能的 😂 ）虽然上课主要是大家一起写代码、不怎么用PPT，用来组织组织思路还是不错的，可以关掉幕布了。BTW，老规矩，课程下周出炉，首发B站，约吗？ 原图 ,,无,无,无,2020-02-22 17:36,Mac客户端,193,132,63
Ivo5tbWAS,定格动画制作人Andy Bailey绘制的658页动画书：《爆脾气的云》🤩  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-22 16:39,微博视频,35,13,4
Ivo3Ok0i5,伟大的老师……- 会和学生一起成为学生 - 对教和学有十足的热情 - 会教学生该如何成长 - 爱激励、鼓舞学生- 会激发学生的想象力和创造力- 是最会讲故事的人  原图 ,,无,无,无,2020-02-22 16:34,Mac客户端,86,32,5
IvnWfElCE,'kuakua_corpus - 夸夸语料，来自豆瓣互相表扬组数据' by Aron Zhang GitHub: http://t.cn/A6hmWlKq  [组图共2张] 原图 ,,无,无,无,2020-02-22 16:16,Mac客户端,32,48,16
IvnVLgFhL,【allRank：PyTorch实现的神经网络Learning to Rank框架】’allRank : Learning to Rank in PyTorch - allRank is a framework for training learning-to-rank neural models based on PyTorch.' by Allegro Tech GitHub: http://t.cn/A6hmWi1N  原图 ,,无,无,无,2020-02-22 16:15,Mac客户端,34,57,12
IvnHKwkq8,【自然语言处理(NLP)基础实战】’Fundamentals of NLP - Contains a series of hands-on notebooks for learning the fundamentals of NLP' by dair.ai GitHub: http://t.cn/A6hm9ATA  原图 ,,无,无,无,2020-02-22 15:40,Mac客户端,41,99,5
IvnGv4QkS,【REANA：可重用研究数据分析平台，可帮助研究人员构建输入数据、分析代码、容器化环境和计算工作流，以便实例化分析并在远程计算云上运行】’REANA: Reusable research data analysis platform' GitHub: http://t.cn/A6hmKpeM  原图 ,,无,无,无,2020-02-22 15:37,Mac客户端,9,12,6
IvnAIngLw,"【Blessed：强大的Python终端应用开发框架(含实例)】’Blessed - an easy, practical library for making python terminal apps' by Jeff Quast GitHub: http://t.cn/A6hmSZFl  [组图共8张] 原图 ",,无,无,无,2020-02-22 15:23,微博 weibo.com,46,45,9
IvmAnkNue,【基于detectron2的CenterMask2实时无锚点实例分割】’CenterMask2 - an upgraded implementation on top of detectron2 beyond original CenterMask based on maskrcnn-benchmark' by youngwanLEE GitHub: http://t.cn/A6hQjJtS  原图 ,,无,无,无,2020-02-22 12:49,Mac客户端,28,57,10
IvmcKh1Xd,Jennifer L. Buchanan：博士生应该做(简历)网站、印名片吗？感觉自我推销有点尴尬。  ,,无,无,无,2020-02-22 11:51,Mac客户端,11,1,1
Ivm7ZnZek,没有任何正确的方法去做一件错事。  原图 ,,无,无,无,2020-02-22 11:39,Mac客户端,18,5,1
IvlT82HFi,刚开学就是这感觉 🐶  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-22 11:03,微博视频,44,7,14
IvlM6bCj4,#转发赠书# 携手@图灵教育 送出5本《生成对抗网络项目实战》截至2020.3.1 *可可粉*转发即可参与 立足理论，着重实践，带领读者快速熟悉并上手 GAN。本书首先介绍构建高效项目所涉及的概念、工具和库，然后利用不同类型的数据集，依次构建 7 个 GAN 项目，训练并优化 GAN 模型 试读：http://t.cn/A6h8OJ5N @微博抽奖平台 http://t.cn/A6hn8BMR 原图 ,,无,无,无,2020-02-22 10:45,Mac客户端,51,362,81
IvlJek0ns,《爱可可老师一周论文精选(2020.2.22)》  爱可可老师一周论文精选(2020.2.22)  ,,无,无,无,2020-02-22 10:38,微博 weibo.com,5,7,3
Ivl7o3WE9,不到300行代码，用Transformers实现命名实体识别(NER)模型训练 via:Hugging FaceColab: http://t.cn/A6hnUBPDExample: http://t.cn/A6hnUBPe  原图 ,,无,无,无,2020-02-22 09:05,Mac客户端,64,93,21
Ivl1PfSUq,你能做的最有价值的事就是犯错——如果事事完美，你什么都学不到。- Adam Osborne  ,,无,无,无,2020-02-22 08:51,Mac客户端,107,34,8
Ivksa5BMc,"【AdaptNLP：NLP高级框架/库，用于运行、训练和部署面向端到端任务的最先进自然语言处理(NLP)模型】'AdaptNLP - An easy to use Natural Language Processing library and framework for predicting, training, fine-tuning, and serving up state-of-the-art NLP models.' by Novetta GitHub: http://t.cn/A6hEDiVC [组图共2张] 原图 ",,无,无,无,2020-02-22 07:23,Mac客户端,31,58,11
IvjZIfRDR,"《No-Regret and Incentive-Compatible Online Learning》R Freeman, D M. Pennock, C Podimata, J W Vaughan [Microsoft Research NYC & Rutgers University & Harvard University] (2020) http://t.cn/A6hE31Vd view:http://t.cn/A6hE31Ve  [组图共6张] 原图 ",,无,无,无,2020-02-22 06:13,微博 weibo.com,2,7,1
IvjXsdmcc,"《Roto-Translation Equivariant Convolutional Networks: Application to Histopathology Image Analysis》M W. Lafarge, E J. Bekkers, J P.W. Pluim, R Duits, M Veta [Eindhoven University of Technology] (2020) http://t.cn/A6hE3hFK view:http://t.cn/A6hE3hFJ GitHub:http://t.cn/A6hE3hFo  [组图共12张] 原图 ",,无,无,无,2020-02-22 06:08,微博 weibo.com,5,13,3
IvjW1hRcF,"《Do We Need Zero Training Loss After Achieving Zero Training Error?》T Ishida, I Yamane, T Sakai, G Niu, M Sugiyama [University of Tokyo & RIKEN & NEC Corporation] (2020) http://t.cn/A6hEuCFu view:http://t.cn/A6hEuCF3  [组图共13张] 原图 ",,无,无,无,2020-02-22 06:04,微博 weibo.com,13,14,3
IvjUjteHt,"《On the Decision Boundaries of Deep Neural Networks: A Tropical Geometry Perspective》M Alfarra, A Bibi, H Hammoud, M Gaafar, B Ghanem [King Abdullah University of Science and Technology (KAUST) & Fraunhofer Heinrich Hertz Institute] (2020) http://t.cn/A6hEmkdS view:http://t.cn/A6hEmkda [组图共15张] 原图 ",,无,无,无,2020-02-22 06:00,微博 weibo.com,5,16,2
IvjMXdx0a,"《Computational Design with Crowds》Y Koyama, T Igarashi [National Institute of Advanced Industrial Science and Technology (AIST) & University of Tokyo] (2020) http://t.cn/A6hEEtMw view:http://t.cn/A6hEEtMZ  [组图共18张] 原图 ",,无,无,无,2020-02-22 05:42,微博 weibo.com,3,7,0
IvjL6B2px,"《Keep Doing What Worked: Behavioral Modelling Priors for Offline Reinforcement Learning》N Y. Siegel, J T Springenberg, F Berkenkamp, A Abdolmaleki, M Neunert, T Lampe, R Hafner, M Riedmiller [DeepMind] (2020) http://t.cn/A6hERndr view:http://t.cn/A6hERnd1  [组图共18张] 原图 ",,无,无,无,2020-02-22 05:37,微博 weibo.com,9,5,0
IvjHgrnsy,"*《KaoKore: A Pre-modern Japanese Art Facial Expression Dataset》Y Tian, C Suzuki, T Clanuwat, M Bober-Irizar, A Lamb, A Kitamoto [Google Brain & CODH & University of Cambridge & MILA] (2020) http://t.cn/A6hE8xyn view:http://t.cn/A6hE8xyE GitHub:http://t.cn/A6h8VWZs  [组图共15张] 原图 ",,无,无,无,2020-02-22 05:28,微博 weibo.com,14,16,2
IvjFDnYfH,"*《Bayesian Deep Learning and a Probabilistic Perspective of Generalization》A G Wilson, P Izmailov [New York University] (2020) http://t.cn/A6hEQ89O view:http://t.cn/A6hEQ89j GitHub:http://t.cn/A6hEQ89T  [组图共18张] 原图 ",,无,无,无,2020-02-22 05:24,微博 weibo.com,26,37,9
IvjzA67Pn,《今日学术视野(2020.2.22)》http://t.cn/A6hET602  ,,无,无,无,2020-02-22 05:09,Mac客户端,2,1,0
IvjyxniIZ,早！  原图 ,,无,无,无,2020-02-22 05:06,Mac客户端,23,5,4
IvgEeC0Pw,晚安~  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-21 21:42,微博视频,18,9,1
IvgrByhxi,论文一句话 vs. 相关参考文献   [组图共2张] 原图 ,,无,无,无,2020-02-21 21:11,Mac客户端,197,93,30
IvgeEpbKW,Lex Fridman：当我看到别人成功，内心受到鼓舞，也会跟着很开心，为自己同样为人深感自豪。人们往往易于嫉妒、嘲笑，但从长远来看，往往会反受其害。享受他人的成功，是获得快乐最简单的方式，仅次于看小尤达的照片。  ,,无,无,无,2020-02-21 20:39,Mac客户端,74,18,6
Ivg92AAzS,客户需求 vs. 客户预算   原图 ,,无,无,无,2020-02-21 20:25,Mac客户端,48,10,1
IvfGVuhiA,电影的十大类型：P1、橙、蓝动作类 P2、腿的诱惑 P3、模糊的警察 P4、背靠背P5、“黑背”P6、红衣服 P7、黑与橙 P8、雾蒙蒙 P9、眼 P10、黄P11、附赠：阿汤款via:LEE  [组图共11张] 原图 ,,无,无,无,2020-02-21 19:16,微博 weibo.com,50,26,6
Ivfqh67A3,出现在国内的隔离病房送餐机器人 🤖 via:Shahran Ishino  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-21 18:35,微博视频,57,49,8
Ivf2MChia,"Δ, 𝑑, 𝛿, ∂ 有何不同：Δ - 某个量的有限变化(非无穷小)𝑑 - 某个量或微分算子的无穷小变化𝛿 - 某个量的无穷小变化或泛函的变化∂ - 偏导数via: Fermat's Library  ",,无,无,无,2020-02-21 17:37,Mac客户端,111,70,12
IvdW6i3mo,没有什么音乐是粗俗的，除非演奏者的演奏方式使它听起来粗俗。 - Herbert von Karajan  ,,无,无,无,2020-02-21 14:48,Mac客户端,24,10,4
IvdOzDBFW,'medical_NER - 中文医学知识图谱命名实体识别，包括bi-LSTM+CRF，transformer+CRF等模型，数据集来自ccks2017任务二，中文病例的命名实体识别’ by pumpkinduo GitHub: http://t.cn/A6hQOeaH  原图 ,,无,无,无,2020-02-21 14:29,Mac客户端,35,69,14
IvdNLasmy,【VS Code语法/拼写校正扩展】’Grammarly - Unofficial Grammarly VS Code Extension' by Rahul Kadyan http://t.cn/A6hQO05r GitHub: http://t.cn/A6hQO05B  [组图共2张] 原图 ,,无,无,无,2020-02-21 14:27,Mac客户端,24,15,5
IvdC8bfS8,'PyTorch models trained on CIFAR-10 dataset - Pretrained TorchVision models on CIFAR10 dataset (with weights)' by Huy Phan GitHub: http://t.cn/A6hQ9aDY  原图 ,,无,无,无,2020-02-21 13:59,Mac客户端,18,18,8
IvdtgeaUV,【siuba：无缝支持pandas/SQL的Python数据分析包，采用与dplyr类似语法】’siuba - Python library for using dplyr like syntax with pandas and SQL' by Michael Chow GitHub: http://t.cn/A6hQXE6M  原图 ,,无,无,无,2020-02-21 13:37,Mac客户端,14,27,9
IvdaxvfNn,【SLIM：基于SLIM的Top-N推荐高性能实现】’SLIM - High-performance implementation of SLIM-based approaches for Top-N recommendation' by Karypis Lab @ UMN-CS&E GitHub: http://t.cn/A6hQtN3n paper:《Slim: Sparse linear methods for top-n recommender systems》http://t.cn/A6hQtN33  原图 ,,无,无,无,2020-02-21 12:51,Mac客户端,23,34,4
IvcWBdGZn,"【Updog：简单的(Python3)Web服务，支持HTTP/HTTPS上传、下载】’Updog - a replacement for Python's SimpleHTTPServer. It allows uploading and downloading via HTTP/S, can set ad hoc SSL certificates and use http basic auth.' by Henry Prince GitHub: http://t.cn/A6hQyZmA  原图 ",,无,无,无,2020-02-21 12:16,Mac客户端,20,26,5
IvcOfdHTx,"【Kibi：不到1024行Rust代码写的文本编辑器，提供UTF-8支持、增量搜索、语法高亮、行号显示等特性】’Kibi: A text editor in ≤1024 lines of code, written in Rust' by Ilaï Deutel GitHub: http://t.cn/A6hQZpTH  原图 ",,无,无,无,2020-02-21 11:56,Mac客户端,19,9,1
Ivc1lbLqj,Joe Redmon(YOLO的开发者)：我不再做计算机视觉方面的研究，因为我看到了自己成果的潜在影响。我喜欢这些研究，但军事应用和隐私问题最终让我无法忽视。  ,,无,无,无,2020-02-21 09:55,Mac客户端,72,47,8
IvbYedM0q,立体交叉道的效率等级 via:LEE  爱可可-爱生活的微博视频  ,,无,无,无,2020-02-21 09:48,微博视频,76,78,13
IvbBJcmfr,【Haiku：DeepMind发布的基于JAX的神经网络库，允许用户使用熟悉的面向对象程序设计模型，可完全访问 JAX 的纯函数变换】’Haiku: Sonnet for JAX - JAX-based neural network library' by DeepMind GitHub: http://t.cn/A6hHaqW3  原图 ,,无,无,无,2020-02-21 08:52,Mac客户端,11,9,4
